de,en
"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen einer zweiten Sprengstoffexplosion an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet. Erst in der Nacht zuvor hatte es in Guben eine zweite Sprengstoffexplosion gegeben.","The Ministry of the Interior's response to a small inquiry by the Left Party on crimes against asylum seekers and their accommodation shows that the responsible police department is investigating a second explosive explosion at an asylum accommodation and classifies this crime as ""politically motivated crime - right-wing"". Only the night before there had been a second explosive explosion in Guben."
"Am frühen Morgen ist im Keller eines Hauses, in welchem Asylsuchende leben, Feuer ausgebrochen. Der Schaden beträht 15.000€. Verletzt wurde niemand. Die Polizei geht von politisch motivierter Brandstiftung aus.","In the early morning, a fire broke out in the basement of a house where asylum seekers live. The damage amounts to €15,000. Nobody got hurt. The police assume that the arson was politically motivated."
"Am Abend kam es in Leubnitz-Neuostra zu zwei Demonstrationen. Eine gegen eine geplante Unterbringung von Asylsuchenden und eine gegen die rechte Demonstration. Ein polizeibekannter Teilnehmer der asylfeindlichen Demo warf eine brennende Kerze auf eine Gegendemonstrantin, die heißes Wachs ins Gesicht bekam.","In the evening there were two demonstrations in Leubnitz-Neuostra. One against a planned accommodation for asylum seekers and one against the right-wing demonstration. A participant in the anti-asylum demonstration known to the police threw a lit candle at a counter-demonstrator, who got hot wax on her face."
In Altenkirchen auf Rügen wurden Samstagabend mehrere Müllsäcke vor einer Asylunterkunft in Brand gesteckt. Wenig später griff das Feuer auf die Fassade der Unterkunft über. Die 28 BewohnerInnen der Unterkunft konnten unverletzt aus dem Gebäude fliehen. Es entstand ein Sachschaden von 4000€. Die Polizei ermittelt wegen politisch motivierter Brandstiftung.,"In Altenkirchen on Rügen, several garbage bags were set on fire in front of an asylum accommodation on Saturday evening. A little later, the fire spread to the facade of the accommodation. The 28 residents of the accommodation were able to escape from the building unharmed. There was property damage of €4000. The police are investigating politically motivated arson."
"Unbekannte haben an einer Turnhalle, die als Notunterkunft für Asylsuchende genutzt wird, Feuer gelegt. Der Betreiber des Cateringservices hatte gegen 6.25 Uhr mehrere brennende Pappkartons entdeckt, die dort abgestellt waren. Die Polizei geht von Brandstiftung aus.","Unknown persons set fire to a gym that is used as an emergency shelter for asylum seekers. At around 6:25 a.m., the operator of the catering service discovered several burning cardboard boxes that had been parked there. The police suspect arson."
"Unbekannte verübten gegen 3 Uhr einen Brandanschlag auf eine dezentrale Unterkunft für Geflüchtete in Godendorf. Die Täter warfen einen Molotowcocktail in Richtung des Hauses, welcher an einem Baum vor dem Gebäude zerschellte. Die Polizei hat die Ermittlungen wegen versuchter Brandstiftung aufgenommen.","At around 3 a.m., unknown persons carried out an arson attack on a decentralized accommodation for refugees in Godendorf. The perpetrators threw a Molotov cocktail in the direction of the house, which smashed into a tree in front of the building. Police have launched an investigation into attempted arson."
"Aus der Antwort des Innenministeriums auf eine Kleine Anfrage der Partei Die Linke zu Straftaten gegen Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Herbeiführen einer Sprengstoffexplosion an einer Asylunterkunft ermittelt und diese Straftat als “politisch motivierte Kriminalität – rechts” einordnet.","The Ministry of the Interior's response to a small inquiry by the Left Party on crimes against asylum seekers and their accommodation shows that the responsible police department is investigating the cause of an explosive device explosion at an asylum accommodation and classifies this crime as ""politically motivated crime - right-wing""."
Ein unbekannter Täter hat kurz vor Mitternacht mit wei Steinen ene Fensterscheibe sowi di Scheibe in der Haust einer Asylunterkunft eingeworfen.,"Shortly before midnight, an unknown perpetrator threw white stones into a window pane and a pane in the house of an asylum accommodation."
"Rechtsextreme haben in der Nacht auf Samstag an mehreren Orten rassistische und flüchtlingsfeindliche Parolen gesprüht. An der Turnhalle des Berufsschulzentrums wurde der Schriftzug ""No asyl"" angesprüht. Sie soll möglicherweise ab Januar als Notunterkunft für Asylsuchende genützt werden. An einem ehemaligen Supermarkt im Stadtteil Burgk, welcher ebenfalls als Unterkunft im Gespräch ist, fand die Polizei unter anderem drei Hakenkreuze und den Satz ""Freital bleibt deutsch"". Weitere Sprüche an den Häuserwänden lauteten ""Wir wollen keine Asylheime in Freital"" und ""Freital soll sauber bleiben, keine Asylheime, keine Antifa"".","Right-wing extremists sprayed racist and anti-refugee slogans in several places on Saturday night. The lettering ""No asylum"" was sprayed on the gymnasium of the vocational school. It may be used as emergency accommodation for asylum seekers from January. At a former supermarket in the Burgk district, which is also being discussed as accommodation, the police found, among other things, three swastikas and the sentence ""Freital remains German"". Other slogans on the walls of the houses were ""We don't want any asylum homes in Freital"" and ""Freital should stay clean, no asylum homes, no Antifa""."
"Unbekannte haben am Donnerstag eine geplante Unterkunft für Asylsuchende unter Wasser gesetzt. Die Täter sind in das ehemalige Bürogebäude im Gewerbegebiet West eingebrochen und haben große Teile des Gebäudes geflutet. Diese Bereiche sind mindestens für vier Wochen nicht bewohnbar. Die Polizei vermutet ein politisches Motiv, da der Schriftzug ""Refugees not welcome"" auf der Straße gefunden wurde.","On Thursday, unknown persons flooded a planned accommodation for asylum seekers. The perpetrators broke into the former office building in the West industrial area and flooded large parts of the building. These areas are uninhabitable for at least four weeks. The police suspect a political motive because the words ""Refugees not welcome"" were found on the street."
"Vor der Containerunterkunft für Geflüchtete an der Kreuzung Blumberger Damm Ecke Landsberger Allee veranstaltete der Neonazi René Uttke eine Kundgebung von 10:00 bis 13:00 Uhr. Daran nahmen 10 Neonazis teil, die mit Reichsfahnen und einem Transparent an der Kreuzung standen. Uttke hielt rassistische Redebeiträge und rief Naziparolen durch ein Megaphon.","The neo-Nazi René Uttke held a rally from 10:00 a.m. to 1:00 p.m. in front of the container accommodation for refugees at the intersection of Blumberger Damm and Landsberger Allee. 10 neo-Nazis took part, standing at the crossroads with Reich flags and a banner. Uttke made racist speeches and shouted Nazi slogans through a megaphone."
"Unbekannte zündeten neben einer Notunterkunft für Asylsuchende Feuerwerkskörper. Diese wurden so gezündet, dass die Flugbahn in Richtung der Unterkunft führte. Es wurde niemand verletzt und es entstand kein Sachschaden.",Unknown people set off firecrackers next to an emergency shelter for asylum seekers. These were ignited in such a way that the trajectory led in the direction of the accommodation. No one was injured and there was no property damage.
"Auf ein neu gebautes Gebäude, welches zur Zeit als Asylunterkunft ausgebaut wird, wurde im Zeitraum von 11.-15.12. ein Brandanschlag verübt. Unbekannte versuchten an fünf verschiedenen Stellen an der Außenseite des Gebäudes Feuer zu legen. Lediglich an einer Stelle kam es zu einer Brandentwicklung, wobei das Feuer von selbst ausging. Der entstandene Sachschaden wurde auf unter 1000€ geschätzt. Die drei angrenzenden Gebäude werden bereits von Geflüchteten bewohnt, die das Feuer jedoch nicht bemerkt hatten. Die Polizei geht von einer vorsätzlichen Tat aus.","On a newly built building, which is currently being expanded as asylum accommodation, in the period from 11.-15.12. an arson attack committed. Unknown persons tried to set fire to five different places on the outside of the building. There was only one spot where the fire broke out, and the fire went out by itself. The material damage caused was estimated at less than €1000. The three adjacent buildings are already inhabited by refugees who did not notice the fire. The police are assuming an intentional act."
"Unmittelbar vor dem Einzug der ersten Asylsuchenden wurde ein Brandanschlag auf eine Unterkunft für Geflüchtete in Pirna verübt. Unbekannte warfen kurz nach 1 Uhr einen Brandsatz gegen das Gebäude im ehemaligen Landratsamt. Die Flasche zerbrach an der Hauswand, worauf sich brennende Flüssigkeit über die Fassade ergoss. Das Feuer konnte schnell gelöscht werden. ""Ein politischer, mithin fremdenfeindlicher Hintergrund der Tat ist sehr wahrscheinlich"", so die Polizei. Bereits Mittwoch und Donnerstag kam es zu Angriffen auf die Unterkunft. In beiden Nächten wurden pyrotechnische Erzeugnisse nahe der Unterkunft gezündet. Auch Sticker mit der Aufschrift ""Refugees not welcome"" wurden an der Umzäunung des Gebäudes angebracht.","Immediately before the first asylum seekers moved in, an arson attack was carried out on accommodation for refugees in Pirna. Shortly after 1 a.m., unknown persons threw an incendiary device against the building in the former district office. The bottle broke on the wall of the house, whereupon burning liquid spilled over the facade. The fire was quickly extinguished. ""A political, and therefore xenophobic, background to the crime is very likely,"" said the police. There were already attacks on the accommodation on Wednesday and Thursday. Pyrotechnics were detonated near the shelter on both nights. Stickers with the inscription ""Refugees not welcome"" were also attached to the fence of the building."
"In Höchstadt griffen Unbekannte abends einen Asylsuchenden an, der mit einem Begleiter zu Fuß unterwegs war. Vier offensichtlich angetrunkene Männer schlugen unvermittelt mit der Faust auf ihn ein. Aufgrund der Verletzungen, insbesondere eines gelockerten Schneidezahns, musste der Geflüchtete im Krankenhaus behandelt werden.","In Höchstadt, strangers attacked an asylum seeker who was walking with a companion in the evening. Four men, who were obviously drunk, suddenly hit him with their fists. Due to the injuries, in particular a loose front tooth, the refugee had to be treated in hospital."
